LY86_Treated_Sample1 LY86_Treated_Sample2 LY86_Treated_Sample3 LY86_Treated_Sample4 LY86_Treated_SampleComb
DGCR6 0.026194239 -0.11435077 -0.22938805 -0.615014616 -0.233139799
DGCR8 -0.136063783 -0.355974616 -0.481825422 -0.165860872 -0.284931173
DGKA 1.410363917 0.507841536 -0.17254053 0.613519614 0.589796134
DGKD -0.025940901 -0.272975167 -0.39228667 -0.152680933 -0.210970918
DGKE -0.060785333 0.015272379 -0.289044335 -0.291870379 -0.156606917
DGKH 0.276980127 0.306797648 -0.343710618 0.212222835 0.113072498
DGKI -0.425701393 0.354720093 -0.255097596 -0.354144966 -0.170055966
DGKQ 0.554726663 0.42212958 -0.134188134 -0.236021631 0.151661619
DGKZ 0.308373006 0.077676298 -0.31078048 -0.194393011 -0.029781047
DGLUCY 0.203153865 -0.247248608 -0.295253981 0.159238588 -0.045027534
DGUOK 0.135404658 0.284666171 0.179620146 0.279736849 0.219856956
DHCR24 0.136627508 -0.317192907 -0.67582056 -0.800562144 -0.414237026
DHCR7 -0.302829732 -0.224262947 -0.533237927 -0.406903034 -0.36680841
DHDDS -0.080894818 -0.281228719 -0.203368942 -0.076767891 -0.160565092
DHDH -0.066141221 0.265110629 -0.324605402 -0.188401018 -0.078509253
DHFR -0.345456111 -0.326159081 -0.187020666 -0.18605983 -0.261173922
DHH 0.007360861 0.036676221 0.058155949 -0.447308632 -0.0862789
DHODH -0.359463313 -0.045672716 -0.792422567 -0.404273053 -0.400457912
DHPS -0.181564663 0.01017965 -0.134845461 -0.284787469 -0.147754486
DHRS1 0.135628295 -0.125935162 0.496522767 -0.068885421 0.10933262
DHRS11 -0.017911922 0.343005497 -0.447710235 -0.117364867 -0.059995382
DHRS13 -0.283425104 -0.459269051 -0.266803962 -0.776884153 -0.446595568
DHRS2 -0.965559094 -0.599831688 -0.710790595 -0.69910879 -0.743822542
DHRS3 0.738896103 0.62228779 1.262510434 1.159628291 0.945830655
DHRS4 -0.296617298 -0.038907048 -0.094901988 -0.058422759 -0.122212273
DHRS7 0.538900689 0.334597051 0.475943 0.23866335 0.397026022
DHRS7B -0.125685471 -0.140213264 0.009994578 -0.030511553 -0.071603928
DHRS7C 0.291025419 1.109033177 -0.048010533 -0.048010533 0.326009382
DHRS9 0.845158771 0.43416952 0.550266585 0.886991682 0.67914664
DHTKD1 -0.341056657 0.304381955 -0.511010286 0.007988952 -0.134924009
DHX15 -0.255751113 -0.414081796 -0.31064192 -0.123566653 -0.276010371
DHX16 0.063667962 -0.153023028 -0.184223335 -0.173630813 -0.111802304
DHX29 -0.338714136 -0.278383132 -0.532330287 -0.114636705 -0.316016065
DHX30 -0.197391478 -0.13700812 -0.427239164 -0.216278617 -0.244479345
DHX32 0.584628548 0.057429015 0.08030924 0.562489596 0.3212141
DHX33 -0.07772091 -0.090545883 -0.323874282 -0.156476841 -0.162154479
DHX34 -0.027778769 0.154565857 -0.437503531 -0.245192448 -0.138977223
DHX35 0.046949548 0.25174277 -0.382655715 -0.100422251 -0.046096412
DHX36 -0.177255074 -0.120305538 -0.026343441 0.068044058 -0.063964999
DHX37 -0.101559947 0.259103238 0.186746237 -0.086862409 0.06435678
DHX38 -0.165805796 -0.323207474 -0.491539217 -0.311037225 -0.322897428
DHX40 -0.122031752 -0.102856007 -0.032684592 0.181053685 -0.019129666
DHX57 0.139202977 0.298047002 -0.26638035 0.079516771 0.0625966
DHX58 1.185568844 1.389616836 0.25546719 0.939898057 0.942637732
DHX8 -0.089877831 -0.090759722 -0.422613467 -0.078411329 -0.170415587
DHX9 -0.353343164 -0.448445259 -0.51587962 -0.082607162 -0.350068801
DIABLO 0.086019543 0.008728926 0.199021002 0.05060881 0.08609457
DIAPH1 0.420754924 0.162735172 -0.1902806 0.061829418 0.113759729
DIAPH2 0.105497761 0.143803321 -0.481311991 0.12440907 -0.02690046
DIAPH3 -0.174578731 -0.242795321 -0.659277683 -0.024121188 -0.275193231
DICER1 -0.227913188 -0.102912856 -0.823190459 -0.256718192 -0.352683674
DIDO1 0.161572908 0.156998109 -0.6757385 -0.082783209 -0.109987673
DIMT1 -0.095452617 -0.239234194 -0.364175298 -0.17438305 -0.21831129
DIO2 0.294627213 0.013917626 -0.120383465 -0.062897971 0.031315851
DIO3 0.103381758 -0.288338142 -0.159823402 -0.209864084 -0.138660968
DIO3OS 1.340060352 -0.270505644 -0.029497545 0.447255739 0.371828225
DIP2A -0.051536901 0.179733287 -0.490921147 -0.03323931 -0.098991018
DIP2B -0.190703839 -0.405997129 -0.507625518 -0.400585663 -0.376228037
DIP2C -0.10933205 0.07260236 -0.632432052 -0.054351245 -0.180878247
DIPK1A 0.61144973 0.471539895 0.439478686 0.342790321 0.466314658
DIPK1B -0.629679264 -0.166012577 -0.358885912 -0.782470931 -0.484262171
DIPK2A 1.169365814 0.457388632 0.997341398 1.030816103 0.913727987
DIPK2B 0.069998514 -0.075692112 -0.41672903 0.44645428 0.006007913
DIRAS1 -0.126544186 0.030057372 -0.160560025 -0.123976257 -0.095255774
DIS3 -0.349545535 -0.450224251 -0.338217815 -0.241356276 -0.34483597
DIS3L -0.261369171 -0.278904038 -0.561303769 -0.372390667 -0.368491911
DIS3L2 -0.031039835 -0.005280455 -0.113083745 -0.02757313 -0.044244291
DISC1 0.180692977 -0.159121989 -0.884565714 -0.609287712 -0.368070609
DISP1 -0.260885013 0.100225095 -0.74217121 -0.438863009 -0.335423534
DISP2 0.005851349 -0.273566327 -0.234037963 -0.195563815 -0.174329189
DIXDC1 -0.201754763 -0.238850141 -0.534174085 -0.493779497 -0.367139621
DKC1 -0.662005936 -0.607187635 -0.216046411 0.108528959 -0.344177756
DKK2 0.945122643 -0.160388628 0.025356891 0.249131866 0.264805693
DKK3 0.149080078 0.730637349 -0.400014044 0.064454817 0.13603955
DKKL1 1.27851047 -0.155507469 -0.132787392 -0.488931203 0.125321102
DLAT -0.198650458 0.033825816 -0.280635271 0.17124152 -0.068554598
DLC1 -0.303282956 -0.299207582 -0.203987833 0.138423735 -0.167013659
DLD -0.238805654 -0.089991507 -0.086421624 -0.039392824 -0.113652902
DLEC1 0.310283546 -0.140429324 -0.955074282 0.181498771 -0.150930323
DLG1 0.127724409 -0.035331903 -0.403919488 0.103853852 -0.051918282
DLG2 0.145578744 -0.123169137 0.080703197 -0.110345096 -0.001808073
DLG3 0.215255442 0.179703354 -0.263240141 -0.047302742 0.021103978
DLG4 -0.118160164 0.233445468 0.008626819 -0.072211458 0.012925167
DLG5 -0.024259593 0.013896621 -0.54745512 -0.173853411 -0.182917876
DLGAP1 0.156930212 -0.115314164 0.192808132 0.427828161 0.165563085
DLGAP4 0.305948987 0.238033769 0.014039599 0.177503988 0.183881586
DLGAP5 -0.509015511 -0.699395701 -0.718268435 0.071643187 -0.463759115
DLK1 -0.686767389 -0.572812043 0.442535921 1.578998164 0.190488663
DLK2 -0.77053863 -1.278738297 -0.204737715 -0.879207384 -0.783305507
DLL1 0.886603369 0.506247889 0.41059565 0.085755959 0.472300716
DLL4 0.06367 -0.533775958 -0.498239801 0.519205334 -0.112285106
DLST -0.119680618 -0.097174133 -0.241579845 -0.121090935 -0.144881383
DLX1 0.357963845 -0.154801369 -0.920336115 -0.803152576 -0.380081554
DLX2 0.563184429 -0.188904184 -0.348684628 -0.388212993 -0.090654344
DLX3 2.25491989 0.290578786 -1.608596844 -1.552013316 -0.153777871
DLX4 0.63216684 0.145690538 -0.219958934 -0.152214328 0.101421029
DLX5 0.14274505 -0.066395279 -0.177426591 -0.066395279 -0.041868025
DLX6 -0.239771936 -0.811853059 0.540818559 -0.586293359 -0.274274949
DLX6-AS1 -0.040806284 -0.180481892 -0.147877226 -0.565603813 -0.233692304
DMAC1 0.139516301 0.126968198 0.395608885 0.12041392 0.195626826
DMAC2 0.043964942 0.367851921 0.056839603 -0.221133816 0.061880662
DMAC2L 0.004377699 -0.32643186 -0.55333036 -0.126929557 -0.250578519
DMAP1 0.029515401 -0.147034744 -0.214779351 -0.263034519 -0.148833303
DMD -0.012418906 0.332049023 -0.970294676 -0.222026432 -0.218172748
DMKN 3.312855821 -0.299270233 -1.20389896 -1.990683675 -0.045249262
DMPK 0.472456209 0.676957367 -0.512460314 0.202454927 0.209852047
DMRT2 0.040430928 0.119710175 0.332954214 0.332954214 0.206512383
DMRTA2 0.083048005 0.006760719 -0.059790474 -0.459635086 -0.107404209
DMTF1 0.080181628 0.102425542 -0.505282026 0.017584354 -0.076272625
DMTN -0.036229932 0.345993233 -0.038519399 0.030854304 0.075524551
DMWD -0.148507505 -0.077291143 -0.145967135 -0.417800664 -0.197391612
DMXL1 0.085264565 0.201429077 -0.442501573 0.102829141 -0.013244698
DMXL2 -0.270222691 0.241956316 -0.402731353 -0.123995457 -0.138748296
DNA2 -0.300857668 -0.408873511 -0.456258913 -0.152228022 -0.329554528
DNAAF10 -0.154716396 -0.189483566 -0.172127626 -0.023687145 -0.135003683
DNAAF2 0.083078806 -0.205761402 -0.307262076 -0.249446002 -0.169847668
DNAAF3 0.609718636 0.848795894 0.062277262 0.109755972 0.407636941
DNAAF4 -0.10842061 -0.010328066 -0.091110721 0.151639414 -0.014554996
DNAAF5 0.061077316 0.106714342 -0.392979055 -0.250920847 -0.119027061
DNAAF8 -0.404175631 -0.239727757 -0.459040785 -0.158807761 -0.315437983
DNAAF9 0.144305979 0.436777534 -0.631589797 0.020615477 -0.007472702
DNAH10 0.072865718 -0.014709252 -0.198573444 -0.21264863 -0.088266402
DNAH14 -0.40373572 -0.033029251 -0.040334052 -0.564353788 -0.260363203
DNAH17 -0.064085946 -0.090280654 -0.069219039 -0.177743496 -0.100332284
DNAH2 -0.073744488 0.044929972 -0.201507923 0.373994249 0.035917952
DNAH7 -0.094219956 0.794050549 0.824909699 0.514260875 0.509750292
DNAH8 0.398562034 0.493791813 -0.36247271 0.0556707 0.146387959
DNAH9 -0.110887953 -0.125172529 -0.125172529 0.52559203 0.041089754
DNAI1 -0.365958334 -0.879129577 -0.328482852 -0.421938542 -0.498877326
DNAI2 -0.300613518 -0.382686006 0.292051288 -0.440945404 -0.20804841
DNAI3 -0.041707237 -0.350347348 -0.30892742 0.248554344 -0.113106915
DNAI4 0.756515469 0.067350731 0.05922285 -0.077465822 0.201405807
DNAJA1 -0.273335881 -0.21354939 -0.214850483 -0.135254864 -0.209247655
DNAJA2 -0.140261978 0.024645809 -0.107725822 -0.127246729 -0.08764718
DNAJA3 0.05586488 0.009184576 0.035283522 0.039461397 0.034948594
DNAJA4 0.433369148 0.197190835 -0.132620859 -0.261749486 0.05904741
DNAJB1 -0.013948761 -0.343666629 -0.189396038 -0.1241136 -0.167781257
DNAJB11 -0.223732446 -0.232399417 -0.255376721 -0.300298518 -0.252951776
DNAJB12 0.008209078 -0.112819983 -0.26626918 -0.238970446 -0.152462633
DNAJB13 0.204104521 0.078023923 0.228674912 -0.200636718 0.07754166
DNAJB14 0.192209799 0.239562041 -0.108766116 0.357092917 0.17002466
DNAJB2 0.125039031 -0.326719132 -0.479613053 -0.260917074 -0.235552557
DNAJB3 0.41375217 0.099433716 -0.1992246 0.244382052 0.139585835
DNAJB4 0.152868834 -0.244237494 -0.08797436 0.181426612 0.000520898
DNAJB5 0.09347922 0.308043428 -0.373551543 0.053779232 0.020437584
DNAJB6 -0.142473458 -0.124028696 0.146221816 -0.099232639 -0.054878244
DNAJB7 0.287947125 0.175090735 0.066384475 0.186678709 0.179025261
DNAJB9 0.041633699 -0.018624393 0.157855345 0.160468923 0.085333394
DNAJC1 0.250877201 0.268017617 -0.288144512 0.08734054 0.079522712
DNAJC10 -0.12606063 -0.103951788 -0.130903569 -0.018727715 -0.094910925
DNAJC11 -0.105269259 -0.113150972 -0.457709643 -0.461293981 -0.284355964
DNAJC12 0.821540447 0.807212765 0.37111365 -0.468421678 0.382861296
DNAJC13 -0.000372977 0.075118102 -0.6099212 0.031392155 -0.12594598
DNAJC14 0.260584873 0.344620101 -0.455503252 -0.26383533 -0.028533402
DNAJC15 -0.129283904 0.357915083 0.684725399 0.73858471 0.412985322
DNAJC16 -0.042075469 0.08184374 -0.502055218 -0.335559997 -0.199461736
DNAJC17 0.053818248 0.364788983 0.010225603 -0.10972446 0.079777093
DNAJC18 0.009206414 0.495437751 -0.025820069 -0.177222914 0.075400295
DNAJC19 -0.363614698 -0.062820955 0.385232286 0.015269042 -0.006483581
DNAJC2 -0.260501374 -0.293426515 0.066049439 0.104450433 -0.095857005
DNAJC21 -0.041118442 -0.238927283 0.190756992 0.016253255 -0.01825887
DNAJC22 0.098976116 0.34819502 -0.309967263 0.050208301 0.046853043
DNAJC24 0.50913767 0.150224654 0.125627291 0.328256457 0.278311518
DNAJC25 -0.232201074 -0.458212979 0.021506362 0.056178939 -0.153182188
DNAJC27 -0.094157953 0.126348728 -0.168199172 -0.240223282 -0.094057919
DNAJC28 0.250512926 -0.018070848 -0.16534711 0.25305724 0.080038052
DNAJC3 -0.243643847 -0.308283002 -0.392416403 -0.186419274 -0.282690632
DNAJC30 0.063641034 0.120011832 0.159081397 -0.14642115 0.049078278
DNAJC4 0.246595058 0.329816751 -0.014458427 -0.315129643 0.061705935
DNAJC5 -0.061304697 -0.03208938 -0.440537392 -0.133133692 -0.16676629
DNAJC5B -0.174968986 -0.174968986 0.380847169 -0.174968986 -0.036014947
DNAJC6 -0.049209848 0.3047549 -0.192364252 -0.31623591 -0.063263777
DNAJC7 -0.046153305 -0.03137586 0.047660617 -0.167826962 -0.049423878
DNAJC8 -0.029470624 -0.236266602 0.102354594 0.141225022 -0.005539403
DNAJC9 -0.293267409 -0.427648333 -0.128015846 -0.168711468 -0.254410764
DNAL1 0.332832785 0.421535987 -0.178624345 0.168831184 0.186143903
DNAL4 -0.148245199 -0.232518126 -0.549893692 -0.338059054 -0.317179018
DNASE1 0.298800636 0.256908541 -0.280748245 0.191320199 0.116570283
DNASE1L1 0.70282908 0.88496591 0.339679182 0.250411844 0.544471504
DNASE1L2 1.604474384 -0.169146634 -1.37204288 -0.836323898 -0.193259757
DNASE1L3 1.085519141 0.931825118 -0.30972956 0.512774556 0.555097314
DNASE2 0.483874842 0.055322959 0.0757767 0.133364191 0.187084673
DND1 0.120552561 0.017236179 -0.18712232 -0.133255448 -0.045647257
DNHD1 -0.135150568 -0.010406631 -0.730832549 -0.465308591 -0.335424584
DNLZ -0.095657479 0.090955436 -0.354516416 -0.455069995 -0.203572114
DNM1 -0.330399251 -0.006985819 -0.395297446 -0.705403833 -0.359521587
DNM1L -0.07663008 -0.001433449 -0.223524377 0.087624817 -0.053490772
DNM2 0.065636643 0.157233761 -0.551658522 -0.128892908 -0.114420257
DNM3 0.094464354 -0.371165798 0.016995995 -0.29571357 -0.138854755
DNMBP 0.15975358 -0.001451268 -0.200913407 -0.210451922 -0.063265754
DNMT1 -0.301344061 -0.436556671 -0.650254686 -0.377869539 -0.441506239
DNMT3A -0.069406433 -0.149500333 -0.472783592 -0.346585235 -0.259568898
DNMT3B -0.476655871 -0.494080389 -0.274423973 -0.664483817 -0.477411012
DNMT3L 0.74370876 -0.104263217 1.277073068 1.014743964 0.732815644
DNPEP 0.302745736 0.351761612 -0.009748458 -0.157012242 0.121936662
DNPH1 -0.603768578 -0.565541716 -0.2709295 -0.719481014 -0.539930202
DNTTIP1 -0.083714921 0.083022081 -0.378876926 -0.412000521 -0.197892571
DNTTIP2 -0.144704337 -0.306571024 -0.177215054 0.005415539 -0.155768719
DOC2A -0.247653758 -0.064492651 -0.386420746 -0.029935429 -0.182125646
DOC2GP 0.42195438 0.365341617 -0.678805487 -0.384859804 -0.069092323
DOCK1 -0.32736829 -0.227221388 -0.195057196 -0.302470138 -0.263029253
DOCK10 0.154498981 0.031744308 -0.553218193 -0.091282619 -0.114564381
DOCK11 0.293165363 -0.446327734 0.336585745 0.559766739 0.185797528
DOCK2 1.140530112 1.034359807 0.241607734 1.248184668 0.91617058
DOCK3 -0.210349397 0.41564506 0.653405934 -0.75846157 0.025060007
DOCK4 0.375037427 0.047625799 -0.422453064 0.317714962 0.079481281
DOCK5 -0.117567425 0.120954187 -0.613559928 0.164455825 -0.111429335
DOCK6 0.328742352 0.211437396 -0.321654104 -0.317715003 -0.02479734
DOCK7 -0.174267957 -0.149713828 -0.17807517 0.028394802 -0.118415538
DOCK8 0.940367576 0.700761665 0.180039351 0.755303025 0.644117904
DOCK9 0.512500753 -0.227887758 -0.452295398 -0.027410113 -0.048773129
DOHH 0.10978993 -0.220198517 -0.114125926 -0.415204154 -0.159934667
DOK1 0.14364187 0.180396091 -0.097714079 -0.400084759 -0.043440219
DOK2 2.01898523 1.238721848 1.176591748 1.111665111 1.386490984
DOK3 0.483530049 0.649780233 0.141913858 0.449408322 0.431158116
DOK4 0.83206542 0.025544342 0.173297963 -0.244295242 0.196653121
DOK5 0.154845451 -0.340485985 -0.233570782 0.088357313 -0.082713501
DOK7 -0.191734016 -0.569285048 -0.269365574 -0.11037605 -0.285190172
DOLK -0.007702062 0.232496535 -0.15968153 -0.22350153 -0.039597147
DOLPP1 0.107391733 0.20783052 -0.000911741 0.050760547 0.091267764
DONSON -0.32086629 -0.261364106 0.183662508 0.165472789 -0.058273775
DOP1A 0.252495937 0.113372543 -0.184393801 0.241988672 0.105865838
DOP1B 0.517788769 0.815510289 0.193039485 0.756882559 0.570805276
DOT1L 0.060333989 0.073187272 -0.899742763 -0.24584907 -0.253017643
DPAGT1 0.12031452 -0.107696161 -0.132726398 -0.091057219 -0.052791315
DPCD 0.034934384 0.18740358 0.382742986 0.214353257 0.204858552
DPEP1 0.987026134 0.539860807 1.518165736 0.997333573 1.010596563
DPEP2 0.696244805 0.942341236 0.630942236 0.796115789 0.766411017
DPEP3 0.296048825 0.387419572 0.083803355 0.333781608 0.27526334
DPF1 0.098150521 -0.194809352 -0.716113215 0.14508529 -0.166921689
DPF2 0.089430713 0.041237938 -0.450999888 -0.14257128 -0.115725629
DPF3 -0.031705886 -0.317479107 0.139565919 -0.110154134 -0.079943302
DPH1 0.092920873 0.021700045 -0.197399803 -0.015023061 -0.024450486
DPH2 -0.079571455 -0.200896774 -0.333434045 -0.257781838 -0.217921028
DPH3 -0.349352965 0.02929222 -0.116167257 -0.33651205 -0.193185013
DPH5 -0.133588375 -0.241459296 -0.034218334 0.073576741 -0.083922316
DPH6 -0.031390812 -0.186519117 -0.34555041 0.175014859 -0.09711137
DPH7 -0.383978139 -0.144582088 -0.044765215 0.039336186 -0.133497314
DPM1 0.070865259 0.02396395 -0.522955896 -0.262297008 -0.172605924
DPM2 0.011916515 -0.066690584 0.07213712 0.099010359 0.029093352
DPM3 0.118945639 0.059337928 -0.078907532 -0.863955535 -0.191144875
DPP3 0.080474267 -0.205667391 -0.329725384 -0.281944864 -0.184215843
DPP4 0.813452538 0.777961085 0.543495831 0.84069684 0.743901573
DPP7 0.045933264 0.355670571 -0.558740364 -0.322656025 -0.119948138
DPP8 0.014606191 0.061646532 -0.421320821 -0.051869896 -0.099234499
DPP9 -0.093233289 -0.164318939 -0.621966601 -0.233701661 -0.278305122
DPPA3 0.609121188 0.426672997 0.173692256 1.00151128 0.55274943
DPT 1.657576079 2.251546638 2.466125907 2.814832433 2.297520264
DPY19L1 -0.054591285 0.170810102 -0.007184211 0.317154551 0.106547289
DPY19L3 0.392665601 -0.479146391 -0.639071486 -0.021175096 -0.186681843
DPY19L4 -0.049468138 -0.065174214 -0.539298392 -0.033113005 -0.171763437
DPY30 -0.214290515 -0.315867897 0.382706364 0.065490863 -0.020490297
DPYD 0.236842186 0.506850377 -0.251285917 0.127225706 0.154908088
DPYSL2 -0.15613356 -0.198357014 0.21151878 0.138334433 -0.00115934
DPYSL3 -0.341845523 -0.171165415 -0.176223072 -0.214731454 -0.225991366
DPYSL5 0.258381003 -0.405303189 -0.574057647 -0.377468981 -0.274612203
DQX1 -0.095120321 0.146266314 -0.71498949 -0.662226829 -0.331517581
DR1 0.185820288 0.055317203 0.086609219 0.267953756 0.148925116
DRAM1 1.366202676 0.889903065 1.179888268 1.556742573 1.248184146
DRAM2 0.212710223 0.143369748 -0.129030076 0.2689764 0.124006574
DRAP1 -0.037225054 -0.019751664 -0.212923336 -0.416569963 -0.171617504
DRAXIN 0.182606162 -0.132297427 0.106709708 0.243211708 0.100057538
DRC1 -0.103575256 -0.036546199 0.10030467 -0.171898052 -0.052928709
DRC3 0.008572118 0.44288814 0.369216228 0.070919363 0.222898962
DRD1 -0.14979663 -0.006525995 -0.448363554 0.639099288 0.008603277
DRG1 -0.028436042 0.014911756 0.243811699 0.169380339 0.099916938
DRG2 -0.212711405 -0.366124433 -0.250373329 -0.220600191 -0.262452339
DROSHA -0.326482879 -0.481007163 -0.582436759 -0.195592812 -0.396379903
DRP2 0.21607015 0.115142266 -0.138614326 0.222722153 0.103830061
DSC1 2.695579 -0.166569315 -1.323613025 -1.323613025 -0.029554091
DSC2 1.745840957 -0.273081484 -0.662648296 -0.317819799 0.123072844
DSC3 2.918755642 -0.103450917 -1.336111674 -1.336111674 0.035770345
DSCC1 -0.45267083 -0.534592423 -0.147224764 -0.158142161 -0.323157545
DSE 0.489706287 0.307984966 0.150024417 0.832236053 0.444987931
DSEL 0.046510454 0.00977071 0.083464738 0.057998991 0.049436223
DSG1 2.841631749 -0.339972771 -1.497016481 -1.497016481 -0.123093496
DSG2 0.713401746 -0.096680237 -0.271358769 -0.285714062 0.014912169
DSG3 1.815303962 -0.466071346 -0.680196152 -0.680196152 -0.002789922
DSG4 1.796949271 -0.104831404 -0.548438055 -0.548438055 0.148810439
DSN1 -0.303597908 -0.169475235 -0.27262852 -0.039377583 -0.196269811
DSP 3.034769762 -0.486887177 -1.856937222 -1.735630926 -0.261171391
DST -0.067090218 0.04242908 -0.652921096 -0.342137935 -0.254930042
DSTN 0.313162817 0.05437405 0.481529451 0.380172979 0.307309825
DSTYK 0.065206923 0.325045234 -0.546265938 -0.16806233 -0.081019028
DTD1 -0.156931626 0.126669908 -0.190575472 -0.462146204 -0.170745849
DTD2 -0.118829281 -0.009493653 -0.277219754 0.185881218 -0.054915367
DTL -0.444128406 -0.687298024 -0.354888446 -0.415057054 -0.475342982
DTNA 0.567467359 0.586498901 0.278450395 0.410362071 0.460694682
DTNB -0.081380855 -0.166721256 -0.205242821 -0.487626319 -0.235242813
DTNBP1 -0.096931342 0.236221659 -0.129098039 -0.175931487 -0.041434802
DTWD1 -0.192115724 -0.255791864 -0.034342997 0.064154053 -0.104524133
DTWD2 -0.023356378 -0.065282585 0.150625803 0.105361069 0.041836977
DTX1 -0.058773704 0.221894047 -0.358481184 0.025305381 -0.042513865
DTX2 0.296741394 0.022200509 -0.20403584 -0.033294604 0.020402865
DTX3 0.173813225 0.3834829 -0.188854599 -0.170238921 0.049550651
DTX3L 0.855786214 0.798312817 -0.044948265 0.977784598 0.646733841
